Issue Type;Key;Priority;Status;Summary;Created;Description;;;;;
Story;CODEESS-226;Medium;Closed;Change Request - Sitemap;24-02-2021;"Hello, 

For our sitemap, can we have 

A title

A text block

the sitemap displayed like this one : https://www.monurl.com 

Thank you, 

 ";;;;;
Story;CODEESS-48;Medium;Closed;Search Header;03-12-2020;"Confluence Link for design: https://monurl.com 
******************************************
 
User Stories: 
 
As a publisher, I should be able to :

● Add, modify or remove the description 
********************************************
 
Pre-conditions:
 
Desktop : 
 
The section is composed of :
 
1. Title :

● Title, customizable. ""Search Results"" would be the default.
● Location: aligned left, above the results section block. 
2. Description

● Description text field 
3. Search text field

● by key word
● ""reset"" button on the right, in bold blue text
● already selected text (word) with a cross to remove the filter 

 
Mobile: 
 
Same as mobile
 
********************************************
 
Acceptance Criteria:
 
 
 
Scenario 1: Search Header presence

● As anonymous user or a logged in user,
● When going into the website, and check the search result header,,
● Then I can see the title as Search Results which is left aligned above the result section wit not more than 20 characters, description and Search text field. In search text field, there is reset button on the right in bold blue text and already selected text with a cross to remove the filter. 
 
 
Scenario 2: Publisher Rights

● As a Publisher,
● When going into the website, and Check the promo tiles section,
● Then I can able to add, modify or remove the description.";;;;;
Story;CODEESS-32;Medium;Closed;Category Filters;24-11-2020;"Confluence Link for design: https://monurl.com  



******************************************

User Stories: 

As a website user, I want to use the category filters, in order to facilitate (delimit) the search of what i'm looking for.

As a publisher, I should be able to
● organise the options and the category filters in the order I would like them to be displayed. (it would be taxonomy order by default)

********************************************

Pre-conditions:

Desktop : 

Category filters section:
● Location: Centered in the page, below the intro text block
● List of filters are pulled from the child taxonomy related to the current category
● When you click on one filter, you get redirected to the child page.
● BO option : the publisher should be able to choose if they choose display the block or not.

Mobile: 

Category filters section:
● Location: Centered in the page, below the intro text block
● List of filters are pulled from the child taxonomy related to the current category
● When you click on one filter, you get redirected to the child page.
● BO option : the publisher should be able to choose if they use display the block or not.
● 

********************************************

Acceptance Criteria:

Scenario 1: Category Filter Presence
● As anonymous user or a logged in user,
● When going into the website, and check category filter,
● Then I can use category filters, in order to facilitate (delimit) the search of what i'm looking for.

Scenario 2: Publisher Rights
● As a Web master,
● When going into the website, and check category filter,
● Then I can able to edit/choose the child taxonomy, organise the options and make them in order.";;;;;
Story;CODEESS-62;Medium;Closed;Results page;07-12-2020;"Confluence Link for design: https://monurl.com 
 
******************************************
 
User Stories: 
 
As a website user, after filtering and delimiting my search, I should be able to reach out the desired results.
 
As a publisher, I should be able to pull automatically the results that must be displayed after filters are selected.
 
********************************************
 
Pre-conditions:
 
Desktop : 
 
The section will be composed by :

1. Title in bold black : ""x result(s) for text filter used""
2. Download selected number of items selected in parenthesis button
3. Light grey line to separate the results 

 
4. Results section :

● 
    ◦ Background : white OR light blue when selected
    ◦ Type of content in light grey, caps
    ◦ Content Title in black (linkable)
    ◦ 1 line of description (max character ?) 
    ◦ Link to the content
    ◦ Published date of content for news or event content only.
  
For documents (pdf, datasheets) :

● 
    ◦ Background : white OR light blue when selected
    ◦ Type of content in light grey, caps
    ◦ Content Title in black (linkable)
    ◦ 2 lines of description (max 155 characters) 
    ◦ Information on the document : type of doc | nb of pages | size
    ◦ On the right, a preview image of the doc, AutoGenerate by drupal, we can also add a field ""thumbnail"" so the publishers could add a custom image.
 Business need to provide default image (if Drupal is not able to autogenerate image and no image is published by publisher)
    ◦ a select box (when selected, the checkbox should be checked)
    ◦ a preview icon, when someone click on it, it will open the document in a new tab
    ◦ a download icon, when someone click on it, it will download the document on the computer 

 
4. Number of active pages

● Below and centered on the results section
● Left arrow: is blue (hidden when on the first page).
● The current page is surrounded by a blue line so the user knows on which page he is
● Right arrow is blue (hidden when on the last page).  
Mobile: 
 
Same as mobile
 
********************************************
 
Acceptance Criteria:
 
Scenario 1: Contact us button Presence

● As anonymous user or a logged in user,
● When going into the website, and check the search result page,
● Then I can see the contact us floating button will appear to the right. 
Scenario 2: Result page appearance

● As anonymous user or a logged in user,
● When going into the website, check the search result page appearance,
● Then I can see the title in bold black written as ""x result(s) for text filter used"" and downloaded selected number of items selected in parenthesis button with light grey line to separate the results. 
Scenario 3: Result Section

● As anonymous user or a logged in user,
● When going into the website, check the search result section,
● Then I can see the background is white or light blue color when selected and the type of content in light grey with uppercase. The content title which is link should be in black and 1 line for the description. 
Scenario 4: Documents Presence

● As anonymous user or a logged in user,
● When going into the website, check the search result section,
● Then I can see the document section background in white or light blue when selected and the type of content in light grey with uppercase. The content title is in black with 2 lines of description. It should also have the link to the content and updated date of content for news or event content.The information on the document and in the right side an image preview of the documenta and a select box, a preview icon in which on clicking it will open the document in new tab and a download icon on clicking it will download the document on to the computer.
 ** 
Scenario 5: Publisher Rights

● As a Publisher,
● When going into the website, and Check the results page,
● Then I can able to pull automatically the results that must be displayed after filters are selected. 
 
 ";;;;;
Story;CODEESS-50;Medium;Closed;Impact stories and cases studies;04-12-2020;"Confluence Link for design: https://monurl.com


******************************************

User Stories: 

As a website user, I should be able to see the essentially stories that will help to understand the products, services and value proposition.

As a publisher, the goal of this section is to showcase the essentially stories that will help to understand the products, services and value proposition.

The publisher should be able to: 
● add, modify or delete the content or change the background.
● add, remove or change the images.
● use these elements in different part of the site.

********************************************

Pre-conditions:

Desktop : 

This section will be divided in two parts:
● Left Part (1/2 of the block):
    ◦ An image (pulled from the teaser images of the related page)
● Right Part (1/2 of the block):
    ◦ Background - Grey
    ◦ Should have a Title (pulled from the title of the related page)
    ◦ A blue line
    ◦ Followed by descriptive text in regular font (pulled from the teaser description of the related page)
    ◦ A customizable CTA Text to the full story - on click it should open the respective page
    ◦ A carousel slider on the bottom right corner of the image if there are multiple stories, else don’t display the slider
        ■ The slider should display only if there are multiple stories
        ■ On click on the arrow, the image and the content on the will change.

Mobile: 

This section will be composed by:
● An image
● Followed by Title
● Background – Grey
● A blue line
● Followed by descriptive text in regular font
● A customizable CTA Text to the full story - on click it should open the respective page
● Dashed lines – The Dashed lines should be placed below the image where the number of dash will represent the number of images. 
    ◦ Color – grey
    ◦ The color should change to orange for a particular dash when user is one that number of image. For example, when the user is on the second image, the second dash should be in orange color.

 ********************************************

Acceptance Criteria:

Scenario 1 : Build and display of the Impact Stories and Case Studies block
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure the Impact Stories and Case Studies block,
● Then I should be able to add, edit or remove all the content in this section.
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure the Impact Stories and Case Studies block,
● And When I don't add any content,
● Then I shouldn't be able to see the block on the front page.
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure the page where I want to display the Impact Stories and Case Studies block,
● Then I should be able to display as many different stories as desired by the business.

 

Scenario 2 : Header of the Impact Stories and Case Studies block
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure a Impact Stories and Case Studies block,
● Then I should be able to add, edit or remove the title as defined by the business.

 

Scenario 3 : Impact Stories and Case Studies block's content
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure a Impact Stories and Case Studies block,
● Then I should be able to add or edit the title of the story.
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure a Impact Stories and Case Studies block,
● Then I should be able to add or edit the description of the sotry in a rich text editor.
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure a Impact Stories and Case Studies block,
● Then I should be able to add or edit URL link inviting the user to read the story (text of the link and page or component of destination) .
● As an anonymous or logged in user,
● When reading the content in the Impact Stories and Case Studies block,
● And When clicking on the URL inviting me to read the story,
● Then I should be redirected to the page or to the component where I can read the story.

Scenario 4 : Display of a unique story or of several stories in a carousel
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure a Impact Stories and Case Studies block,
● Then I should be able to choose the most relevant stories displayed in the page.
● As a Publisher,
● When going into the website, in the section of the back-office where I can configure a Impact Stories and Case Studies block,
● And When several stories are relevant to display under one category (title in the header)
● Then I should be able to choose the stories in order to display them in a carousel.
● As an anonymous or logged in user,
● When reading the content in the Impact Stories and Case Studies block,
● And When several stories are displayed under one category
● Then I should be able to navigate between the different stories by using the carousel selector.
● As an anonymous or logged in user,
● When reading the content in the Impact Stories and Case Studies block,
● And When several stories are displayed under one category
● And When I'm at the last item, if I click on the right arrow again,
● Then I should be able to see the first item of the list, it will be a loop
● As an anonymous or logged in user,
● When reading the content in the Impact Stories and Case Studies block,
● And When only one story is displayed under a category
● Then a carousel should not be displayed in the image.

 

For mobile : 

Same as Desktop but related to a mobile (touching and not clicking...)

The design is different : vertical rather than horizontal display.

The scenario 4 of the desktop version is replaced by the scenario below :

Scenario 4 : Display of a unique story or of several stories with dashed lines selector
● As an anonymous or logged in user,
● When reading the content in the Impact Stories and Case Studies block,
● And When navigating through the dashed lines selector,
● Then I should be able to see on which story (on how much) I am, because the dashed line turns orange.
● As an anonymous or logged in user,
● When reading the content in the Impact Stories and Case Studies block,
● And When only one story is displayed under a category
● Then a dashed lines selector should not be displayed under the block.";;;;;
Story;CODEESS-29;Medium;Closed;Support & Services block;24-11-2020;"Confluence Link for design:  https://monurl.com



******************************************

User Stories: 

As a website user, the goal of the Support and Services block is to view some specifics including support, tools and services.

As a publisher, the goal of the Support and Services block is to grab attention to some specifics including support, tools and services.

The publisher should be able to edit all the content in this section.

********************************************

Pre-conditions:

Desktop : 

This section is composed by:
● A title, on the left, customizable
● Background: Transparent, Font - Black.
● There will be 2 or 3 sections placed horizontal, should always be centered.
● Each section will have:
● 
    ◦ An icon, customizable, linkable to any page on the site
    ◦ Title of the section, in Bold blue font, linkable to any page on the site
    ◦ Body Text (max 250 char)

Mobile:

 In mobile, the Promo Tiles will be placed one below the another.

This section is composed by:
● A title
● Background: Transparent, Font - Black.
● There will be 3 sections placed horizontal
● Each section will have:
● 
    ◦ An icon, customizable, linkable to any page on the site
    ◦ Title of the section, in Bold blue font, linkable to any page on the site
    ◦ Body Text (max 250 char)

********************************************

Acceptance Criteria:

Scenario 1: Support and services block presence
● As anonymous user or a logged in user,
● When going into the website, and check the Support and services section,
● Then I can see the block with background color as transparent and font color as black which have 1, 2 or 3 sections horizontally in a row. Each one have an icon, a blue title, body text


Scenario 2: Support and services block link
● As anonymous user or a logged in user,
● When going into the website, and check the Support and services section,
● Then click on the icon or the title to get redirected to a page in the site, in the same tab. 


Scenario 3: Publisher Rights
● As a Publisher,
● When going into the website, and check the support and services block,
● Then I am able to edit all the content in this section and set a link on the icon and title to another page.";;;;;
Story;CODEESS-151;Medium;Closed;Value Prop: Quick Links;08-01-2021;"Confluence Link for design: https://monurl.com



******************************************

User Stories:

As a website user, I should be able to see the most significant message and what the site has to offer on the Homepage. I should have access to the relevant links that provides additional information without leaving the site.

 As a publisher, the goal of this section is to grab the attention of the reader to the most significant message and what the site has to offer on the Homepage. Provide access to the relevant links that provides additional information without having the user to leave the site.

 The publisher should be able to add, modify or delete the content or change the background. The publisher should be able to add or remove the quick links and add or modify the hyperlinks associated with them.

***************************************************

Pre-conditions:

Desktop:

The Value Proposition and Quick links will be placed on the Homepage

This section is composed by:
● A customizable Title in H1 above the Value Proposition box.
● Value Proposition Box:
● The Value Proposition Box will be on left below the Title
● Background - Grey
● Title – in black font
● A blue line
● A description text below the blue line
● A CTA link – link to open another page
● Quick Links:
● The Quick Links will be on right of the block
● Background - Blue, Font - White
● Links – to be placed one below another with customizable titles
● Mouse hover: Indicate that the links are clickable
● On Click: Open the page (in the same tab) or new site (in a new tab)

Mobile:

This section is composed by:

A customizable Title in H1 above the Quick Links.

Quick Links:
● The Quick Links will be below the Title
● Background - Blue, Font - White
● Links – to be placed one below another with customizable titles
● On Click: Open the page or new site (in a new tab)

Value Proposition Box:
● The Value Proposition Box will be below the Quick links block
● Background - Grey
● Title – in black font
● A blue line
● A description text below the blue line
● A CTA link – link to open another page

*********************************************

Acceptance Criteria

Scenario 1: Objective and location of the component on the Home Page
● As an anonymous or logged in user,
● When going into the website, on the Home page,
● Then I should find significant information about the company and what it has to offer.
● As an anonymous or logged in user,
● When going into the website, on the Home page,
● Then I should have access to relevant links that provides additional information without leaving the site.
● As a Publisher,
● When going into the back-office where I can configure the Home Page,
● Then I should be able to add, edit or remove the Value Proposition and Quick Links component.
● As a Publisher,
● When going into the back-office where I can configure the Home Page, or any page where it should be relevant,
● Then I should be able to add, edit or remove the Value Proposition and Quick Links component.
● As a Publisher,
● When adding the component in a page of the website,
● Then I should be able to easily define the position of the component inside the page.

Scenario 2:  Design of the component
● As a Publisher,
● When going into the back-office where I can configure the component,
● Then I should be able to easily design the background color of each component's elements (Value proposition block and quick link block)
● As a Publisher,
● When going into the back-office where I can configure the component,
● Then I should be able to easily add, edit or remove the graphical elements of the component.

Scenario 3:  Title of the Value proposition block
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When customizing the title of the Value proposition block,
● Then I should be able to easily styling this title with CSS directly in a WYSIWYG editor.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When working on the Value proposition block,
● Then I should be able to add, edit or remove the text of the title (as defined by the business) by using a WYSIWYG editor.

Scenario 4:  Description text of the Value Proposition block
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When defining the description text of the Value proposition block,
● Then I should be able to easily styling this description with CSS directly in a WYSIWYG editor.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When defining the description text of the Value proposition block,
● Then I should be able to add, edit or remove the textual content of the description (as defined by the business) by using a WYSIWYG editor.

Scenario 5:  CTA link deepening the topic in the Value Proposition block
● As an anonymous or logged in user,
● When moving the cursor over the URL link under the description and inviting me to read more about it,
● Then I should be able to know that this link is clickable.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When designing the CTA link allowing the user to read more about it,
● Then I should be able to add, edit or remove an event for the behaviour on Mouse Over.
● As an anonymous or logged in user,
● When clicking on the URL link inviting me to read more about it,
● Then I should be redirected to another page of the website, related to the topic.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When working on the CTA link allowing the user to read more about it,
● Then I should be able to add, edit or remove the destination page after a click on the URL link.

Scenario 6:  Quick links block
● As an anonymous or logged in user,
● When moving the cursor over the URL link in the quick links block
● Then I should be able to know that this link is clickable.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When designing the links in the quick links block,
● Then I should be able to add, edit or remove an event for the behaviour on Mouse Over.
● As an anonymous or logged in user,
● When clicking on an URL link in the Quick links block
● Then it should open the related page on the website in a new tab.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When working on the quick links block,
● Then I should be able to add, edit or remove the destination page after a click on a link.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When working on the quick links block,
● Then I should be able to add, edit or remove the quick links inside the block.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When working on the quick links block,
● Then I should be able to reorder the URL links inside the block.
● As a Publisher,
● When going into the back-office where I can configure the component,
● And When designing the quick links block,
● Then I should be able to display the URL links in vertical tabs.

 ";;;;;
Story;CODEESS-57;Medium;Closed;Testimonial;07-12-2020;"Confluence Link for design: https://monurl.com 



******************************************

User Stories: 

As a user, I can be motivated or inspired by consulting Testimonials, and see my confidence strengthened.

As a publisher, I want to reinforce user confidence by providing Testimonials in the form of quotations, and include an image to personalise them.

The publisher can:
● add, modify and remove the text.
● add, modify and remove an image.
● add, modify and remove an URL link inside the text.

The text field should be a rich text editor, allowing to add images and URL links.

 ********************************************

Pre-conditions:

Desktop : 
● Testimonial block takes place on the category page and on the editorial page.
● This is a text component with Special Testimonial Styling.
● Testimonials can be :text onlyan image on the left and text on the right
● The image can be a picture or a logo.
● The size of images is the same for all Testimonial blocks of the page.
● The Testimonial block is not clickable.
● The Testimonial quote or a new CTA line should be allowed to be added after the quote to link to the full story ... a READ MORE type of link to see a full story if one exists as a Case Study, Article or external article, if external article it should open as a new window. 
● If available, the URL link must be highlighted when hovering.

 

Mobile: 

Same as desktop requirements for website user and publisher.

********************************************

Acceptance Criteria:

Scenario 1: Testimonial block presence
● As an anonymous user or a logged in user
● When going into the website, on a category page or on an editorial page,
● *Then*I can see in a recognizable element a quote and the associated image if available.

Scenario 2: Testimonial block with URL link
● As an anonymous user or a logged in user
● When going into the website, on a category page or on an editorial page,
● And When I can see in a recognizable element a quote and the associated image if available,
● And When I click on an URL link inside the text,
● Then I am redirected to the according page";;;;;
Story;CODEESS-31;Medium;Closed;Benefits & Specifications;24-11-2020;"Confluence Link for design: https://monurl.com 



******************************************

User Stories: 

As a website user, I want to quickly find the items the that should be of interest to me (specifications, features, benefits, applications, etc)

The user should be able to :
● click on a link within the summary
● click on any tab to see the content
● click on content within a tab to reach another page or pdf or external link

As a publisher, I want to highlight different items: specifications, features, benefits, applications, etc

The publisher should be able to :
● modify the title and the intro text
● change the naming of each tab, remove or add tabs
● add, modify and remove content to the tabs, which may include a table, images, links

********************************************

Pre-conditions:

Desktop : 

The section is composed of :
● Title field
● Intro text field above the tabs
● The tab length should be controlled and allowed to wrap to 2 or 3 lines to avoid taking up too much space horizontally.
● Anticipate between 3 and 6 tabs normally but they will vary by site and by page.
● The active tab would be in a light blue background colors and blue text, the others tabs in grey background color with dark grey text.
● Background in the tab would be white and text color would be following the theming by default. I can be changed by the publishers.
● The tab editors will allow for tables, text, images, hyperlinks,
    ◦ Table would have header lines.

Mobile: 

The table data should follow the mobile friendly practices as defined (swipe left).

********************************************

Acceptance Criteria:

cenario 1: Benefits and Specification Presence
● As anonymous user or a logged in user
● When going into the website, on the page,
● Then I can see a block with a series of tabs across the top and used to highlight specification, features, benefits and applications

Scenario 2: Tabs formats
● As anonymous user or a logged in user
● When going into the website, on clicking on the tabs in benefits and specification,
● Then I can see active tab would be in a light blue background colors and blue text, the others tabs in grey background color with dark grey text.Each tab should be traceable on GTM as an event.

Scenario 3: Table Format
● As anonymous user or a logged in user
● When going into the website, and check the table,
● Then I can see the table should be of maximum 6 columns with header lines

Scenario 4: Publisher Rights
● As a Publisher,
● When going into the website, and able to highlight the benefits and specifications,
● Then I can modify the title and introtext, Do edit/remove on the contents in the tab, add or remove the tabs.";;;;;
Story;CODEESS-154;Medium;Closed;Industrial Block;08-01-2021;"Confluence Link for design: https://monurl.com



******************************************

User Stories:

As a user, I want to select a different industry among those available in the vertical tabs

The user (anonymous or logged in) should be able to read the content associated to the industry of his choice by a click on its name in the tabs.

Changes when the user clicks, compared to the default view_:_

In the left part of the block:
● The background-color of the tab on which the user has clicked turns light grey
● The other tabs have the same background-color as the page
● The text-color (name of the industry) turns light blue and an arrow appears on the right
● The other tabs have the same text-color as the text in the page. No arrow to the right.

In the right part of the block:

 
● The image, title, description and URL link (if available) are those associated to the industry selected by the user. 

-----------------------------------------------------------------------------------------

As a publisher, I want to build an Industrial block ...

The publisher should be able to build and design the Industrial block, and display it on any page of the website if relevant.
● edit, add or remove the Industrial block as a component in a page.
● edit, add or remove any type of content inside the block:
    ◦ edit the title corresponding to the Industrial block (Text)
    ◦ edit, add or remove the industries inside the vertical tabs

By using a table of content or taxonomy - needs to be specified by the business during the phase of setup.
● change the order in which the industries are displayed in the vertical tab
● change the wording of the industries
● change easily the design of any element in the Industrial block
● edit, add or remove the images inside the vertical tabs
● The publisher should have the ability to easily design or work on the illustration part of the block :
● edit, add or remove the background-image
● edit, add or remove the text of the title inside the image
● edit, add or remove the arrows to navigate (left and right)
● select between a single image or a carousel
● in case of a carousel, the publisher should easily add or remove the images for a given industry
● edit, add or remove the description text
● edit, add or remove the text and the redirection of the URL link
● choose to display or not a URL link, as defined by the business during the setup phase

When possible, the publisher should have at its disposal a rich text editor (WYSIWYG editor).

 

... and  track user activity.

The publisher should be able to track easily on which industry the user has clicked.

The publisher should be able to track easily if the user has clicked on the URL link to read more content about the subject.
● ability to add, edit or remove data tracking and designer lyse the results in a data layer.

***************************************************

Pre conditions

Desktop:

A user wants to know which industrial needs a product is suitable for :
● In the Editorial page and Solutions page
● The Industrial block is identified by a title, defined by the business, describing clearly its function (""Industries We Serve"", but it could be Markets We Serve, Applications We Serve ...)
● The industries are displayed in vertical tabs.
● By clicking on an industrial task, the associated content is displayed (title, image, description, URL Link) KR

Basic Flow

The Industrial block, displayed by default

As a user, I want to read information about the solutions offered according to industrial needs, if available.

The user (anonymous or logged in) should be able to identify the Industrial block while browsing the Solutions page on the website.

At the top of the block: the title of the block
● Text: A title describing the aim of the block. (""Industries We Serve""). Same font size and alignment as the other titles in the Solutions page.

Below, in the left part of the block : industries organized in tabs
● In vertical tabs:the industries. 
● Image: small icon or thumbnail (optional) (with usual formats for images: png, jpg...) to illustrate the name of an industry. Same color and size for all the icons of the tab. 
● Text field: customizable by business
● Text: right arrow - indicates to the user that the right part corresponds to the current industry. Only visible on the tab selected by default

Style :

Background-color of the tab selected by default : light grey

Background-color of the other tabs : same as the background-color of the page

Text-color of the tab selected by default : light blue

Text-color of the other tabs : same as the text <p> in the page

 

In the right part of the block :

A content block including :
● Image : single image, representative of the industry
● Text : Title of the selected industry in a coloured rectangle (should be on two lines if it's too long, and a word should not be split in two)
● Icons : left and right arrows to navigate between the different industries

A description and (optional) a CTA
● Text : Description of the solutions offered according to industrial needs
● URL Link : By clicking on the URL link, the user should be redirected and continue to read on the subject if a page is available on the website. This CTA is optional.

The Industrial block while clicking on another industry in the vertical tabs

Mobile

Almost the same as desktop requirements for the user and the publisher.

The difference lies in the display and the style of some elements contained in the block :
● First, the user should only see the title of the Industrial block, and below the vertical tabs. No industry selected by default (background-color and text-color are the same for all the categories).
● A light blue down arrow invites the user to click on a tab. This down arrow is shown on each industry tab.
● The content associated to the industries is hidden : the user only see the name of industries in their vertical tabs.
● By clicking on an industry tab, the content is displayed below.
● The text-color of the selected industry turns light blue, and the down arrow becomes an up arrow (also in light blue).
● By clicking on the opened industry tab, the content is collapsed.
● In the illustration block, a single image is displayed, without any text or icons on it.
● The title of the industry is now displayed below the image.

 

Acceptance Criteria
● As a Publisher,
● When going into the website in the page to configure the Industrial block
● Then I can add, edit or remove all elements related to the section, described in the section below
● As an anonymous user or a logged in user
● When going into the website in the Solutions page or an Editorial page
● Then I can see the Industrial block with an industry selected by default in the list on the left and the associated content displayed on the right.
● As an anonymous user or a logged in user
● When going into the website in the Solutions page or an Editorial page
● And When I click on an industry in the vertical tabs on the left
● Then I can identify easily that the associated content will be displayed on the right part because the tab turns light grey, the text turns light blue, and an arrow appears, inviting me to consult the content on the right.
● As an anonymous user or a logged in user
● When going into the website in the Solutions page or an Editorial page
● And When clicking on an industry
● And When looking at the right part of the component,
● Then the content displayed for the industry has its own image, title, description and eventually an URL link inviting me to read more about this subject.
● As an anonymous user or a logged in user
● When looking at the image on the right part of the block
● Then I know I can read the content of another industry by clicking on the arrow icons (left to go up in the list and right to go down).
● As an anonymous user or a logged in user
● When clicking on the URL Link inviting me to ""Continue Reading"", if available 
● Then I am redirected to the page where I can continue to read about it.

 ";;;;;
Story;CODEESS-44;Medium;Closed;Related Content;03-12-2020;"Confluence Link for design:  https://monurl.com  



******************************************

User Stories: 

As a website user, I want to have recommendations of items that are similar to the current product I'm looking at so that I can discover others information of interest in the brand.

As a publisher, I want the ability to list item that are similar to the current page i'm editing.

The publisher should be able to:
● choose which products relate to the product he is creating or editing.
● choose the order if not by alphabetical order or most viewed.

********************************************

Pre-conditions:

Desktop : 

This section is composed by:
● Title: Related Content
● Items cards:
    ◦ Each card will redirect the user to the corresponding item page.
● Each card will be composed by: image, category, title blue line, description, CTA
    ◦ Image: pulled automatically from the related page, for documents, it will be an image by default.
    ◦ Category : pulled automatically from the content type
    ◦ Title : Title to be pulled automatically from the related page. Can be up to three lines (max 75 characters).
    ◦ Blue line
    ◦ Description: The description going to be pulled automatically from the related page. 
● There are two blue block with arrows on each side of the block. When the user clicks on the arrow, the content move to the left or the right. It's a loop.
● If less than 3 items, they appear from left to right
● Ordering:
    ◦ Default is alphabetical
    ◦ Manually ordered by pub
    ◦ Sort by most viewed

Mobile:

In mobile, the related content cards will be viewed by swiping left.

As a website user, I want to have recommendations of items that are similar to the current product I'm looking at so that I can discover others information of interest in the brand.

As a publisher, I want the ability to list item that are similar to the current page i'm editing.

********************************************

Acceptance Criteria:

Scenario 1: Related Content presence
● As anonymous user or a logged in user
● When going into the website, and check the related content block,
● Then I can see title as Related content and the title cards which have image, category and title blue line, description and CTA ,where each card on clicking redirect to the corresponding page.

Scenario 2: Publisher Rights
● As a Publisher,
● When going into the website, and Check the related content section,
● Then I can able to choose which products relate to the product he is creating or editing and choose the order.

Mobile:

Scenario 1: Related Content presence
● As anonymous user or a logged in user
● When going into the website, and check the related content block,
● Then I can see title as Related content and the title cards which have image,category and title blue line, description and CTA ,where each card on clicking redirect to the corresponding page, cards will be viewed by swiping left.
  

Scenario 2: Publisher Rights
● As a Publisher,
● When going into the website, and Check the related content section,
● Then I can able to choose which products relate to the product he is creating or editing and choose the order.";;;;;
Story;CODEESS-45;Medium;Closed;Related Products;03-12-2020;"Confluence Link for design:  https://monurl.com



******************************************

User Stories: 

As a website user, I want to have recommendations of products that are similar to the current product I'm looking at so that I can discover the range of products in the brand.

As a publisher, I want the ability to list product pages that are similar to the current product category.

The publisher should be able to:
● choose which products relate to the product he is creating or editing.
● choose the order if not by alphabetical order or most viewed.

********************************************

Pre-conditions:

Desktop : 

This section is composed by:
● Title: Related Product
● Product cards:
    ◦ Each card will redirect the user to the corresponding product page.
● Each card will be composed by: image, category, title blue line, description, CTA
    ◦ Image: pulled automatically from the product page.
    ◦ Category : pulled automatically from the content type
    ◦ Title : Title to be pulled automatically from the product page. Can be up to three lines (max 75 characters). 
    ◦ Blue line
    ◦ Description: The description going to be pulled automatically from the product page. 
● There are two blue block with arrows on each side of the block. When the user clicks on the arrow, the content move to the left or the right.
● If less than 3 products, products appear from left to right
● Ordering:
    ◦ Default is alphabetical
    ◦ Manually ordered by publisher
    ◦ Sort by most viewed

Mobile:

In mobile, the related products will be viewed by swiping left.

********************************************

Acceptance Criteria:

Scenario 1: Related Products presence
● As anonymous user or a logged in user,
● When going into the website, and check the related products section,
● Then I can see title as Related Product and the title cards which have image,category and title blue line, description and CTA ,where each card on clicking redirect to the corresponding product page.

Scenario 2: Publisher Rights
● As a Publisher,
● When going into the website, and Check the related product section,
● Then I can able to choose which products relate to the product he is creating or editing and choose the order.

Mobile

Scenario 1: Related Products presence
● As anonymous user or a logged in user,
● When going into the website, and check the related products section,
● Then I can see title as Related Product and the title cards which have image,category and title blue line, description and CTA ,where each card on clicking redirect to the corresponding product page, cards will be viewed by swiping left.

Scenario 2: Publisher Rights
● As a Publisher,
● When going into the website, and Check the related product section,
● Then I can able to choose which products relate to the product he is creating or editing and choose the order.";;;;;
